12:30:01: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
14:22:54: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:55: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:56: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:57: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:58: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:22:59: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:23:00: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:23:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6323  ТРАКТОРНАЯ - ШПАЛОПРОПИТКА": гонг уважаемые пассажиры электропоезд до станции ШПАЛОПРОПИТКА отправлением Время отправления: 15:44 в отправлении задерживается приносим вам извинения за доставленные неудобства . Повтор 1 раз.
14:23:00: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:23:00: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:23:00: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:23:00: 	Пользователь-1: 	Действие программы	Поезд 6204 КАНАЛЬНАЯ-ВОЛГОГРАД 15.11.2018 14:16:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:25:20: 	Пользователь-1: 	Действие диспетчера	Выставлена нештатная ситуация
14:25:50: 	Пользователь-1: 	Системное сообщение	Программный комплекс выключен
14:28:40: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
14:28:40: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
14:28:40: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
14:28:41: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
14:31:00: 	Пользователь-1: 	Действие оператора	Изменение настроек поезда: 14 АДЛЕР - САРАТОВ: Путь:  -> 1; 
14:36:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
14:39:00: 	Пользователь-1: 	Автоматическое воспроизведение расписания	Формирование звукового сообщения для поезда "№14/13  АДЛЕР - САРАТОВ": гонг уважаемые пассажиры the boarding of продолжается посадка на скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправлением Время отправления: 15:09 continues поезд находится На 1ом пути благодарим за внимание гонг уважаемые пассажиры the boarding of продолжается посадка на скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправлением Время отправления: 15:09 continues поезд находится На 1ом пути благодарим за внимание . Повтор 1 раз.
14:40:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
14:40:57: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	Безопасность на ЖД
14:45:52: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	01_Бесхозные вещи
14:46:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
14:49:00: 	Пользователь-1: 	Автоматическое воспроизведение расписания	Формирование звукового сообщения для поезда "№14/13  АДЛЕР - САРАТОВ": гонг уважаемые пассажиры the boarding of продолжается посадка на скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправлением Время отправления: 15:09 continues поезд находится На 1ом пути благодарим за внимание гонг уважаемые пассажиры the boarding of продолжается посадка на скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправлением Время отправления: 15:09 continues поезд находится На 1ом пути благодарим за внимание . Повтор 1 раз.
14:56:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
14:59:00: 	Пользователь-1: 	Автоматическое воспроизведение расписания	Формирование звукового сообщения для поезда "№14/13  АДЛЕР - САРАТОВ": гонг уважаемые пассажиры the boarding of продолжается посадка на скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправлением Время отправления: 15:09 continues поезд находится На 1ом пути благодарим за внимание гонг уважаемые пассажиры the boarding of продолжается посадка на скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправлением Время отправления: 15:09 continues поезд находится На 1ом пути благодарим за внимание . Повтор 1 раз.
15:04:00: 	Пользователь-1: 	Автоматическое воспроизведение расписания	Формирование звукового сообщения для поезда "№14/13  АДЛЕР - САРАТОВ": гонг уважаемые пассажиры the boarding of до отправления скорого поезда номер 13  сообщением АДЛЕР to САРАТОВ остаётся 5 минут поезд находится На 1ом пути просим пассажиров занять свои места и проверить наличие проездных документов а провожающих выйти из вагонов гонг уважаемые пассажиры the boarding of до отправления скорого поезда номер 13  сообщением АДЛЕР to САРАТОВ остаётся 5 минут поезд находится На 1ом пути просим пассажиров занять свои места и проверить наличие проездных документов а провожающих выйти из вагонов . Повтор 1 раз.
15:05:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
15:06:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
15:07:00: 	Пользователь-1: 	Автоматическое воспроизведение расписания	Формирование звукового сообщения для поезда "№14/13  АДЛЕР - САРАТОВ": гонг уважаемые пассажиры скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправляется С 1ого пути будьте внимательны и осторожны гонг уважаемые пассажиры скорый поезд номер 13  сообщением АДЛЕР to САРАТОВ отправляется С 1ого пути будьте внимательны и осторожны . Повтор 1 раз.
15:10:57: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	Безопасность на ЖД
15:13:04: 	Пользователь-1: 	Системное сообщение	Программный комплекс выключен
15:13:32: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
15:13:32: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
15:13:32: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
15:13:33: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
15:15:52: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	01_Бесхозные вещи
15:16:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
15:17:46: 	Пользователь-1: 	Системное сообщение	Программный комплекс выключен
15:18:36: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
15:18:36: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
15:18:37: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
15:18:37: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
15:26:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
15:47:42: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
15:47:42: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
15:47:43: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
15:47:43: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
15:53:57: 	Пользователь-1: 	Действие диспетчера	Выставлена нештатная ситуация
15:54:48: 	Пользователь-1: 	Действие диспетчера	Выставлена нештатная ситуация
15:55:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
15:56:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
15:58:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№1  ВОЛГОГРАД - МОСКВА": гонг уважаемые пассажиры фирменный поезд номер Волгоград сообщением ВОЛГОГРАД to МОСКВА в отправлении задерживается приносим вам извинения за доставленные неудобства гонг уважаемые пассажиры фирменный поезд номер Волгоград сообщением ВОЛГОГРАД to МОСКВА в отправлении задерживается приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:06:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:08:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№1  ВОЛГОГРАД - МОСКВА": гонг уважаемые пассажиры фирменный поезд номер Волгоград сообщением ВОЛГОГРАД to МОСКВА в отправлении задерживается приносим вам извинения за доставленные неудобства гонг уважаемые пассажиры фирменный поезд номер Волгоград сообщением ВОЛГОГРАД to МОСКВА в отправлении задерживается приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:10:57: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	Безопасность на ЖД
16:15:52: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	01_Бесхозные вещи
16:16:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:18:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№1  ВОЛГОГРАД - МОСКВА": гонг уважаемые пассажиры фирменный поезд номер Волгоград сообщением ВОЛГОГРАД to МОСКВА в отправлении задерживается приносим вам извинения за доставленные неудобства гонг уважаемые пассажиры фирменный поезд номер Волгоград сообщением ВОЛГОГРАД to МОСКВА в отправлении задерживается приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:20:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
16:26:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:36:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6204  КАНАЛЬНАЯ - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением КАНАЛЬНАЯ ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 14:16 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
16:40:30: 	Пользователь-1: 	Системное сообщение	Программный комплекс выключен
20:28:08: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
20:28:08: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
20:28:09: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
20:28:09: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
20:30:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
20:32:33: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
20:32:33: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
20:32:34: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
20:32:35: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
20:38:28: 	Пользователь-1: 	Системное сообщение	Программный комплекс выключен
20:38:41: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
20:38:41: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
20:38:42: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
20:38:42: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
20:42:45: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
20:42:45: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
20:42:45: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
20:42:46: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
20:51:08: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
20:51:08: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
20:51:08: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
20:51:09: 	Пользователь-1: 	Действие программы	Поезд 6314 ШПАЛОПРОПИТКА-ВОЛГОГРАД 15.11.2018 12:57:00. Ожидаемое время события меньше, чем текущее. Флаг нештатной ситуации снят
20:52:50: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
20:52:50: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
20:52:50: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
21:10:57: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	Безопасность на ЖД
21:15:52: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	01_Бесхозные вещи
21:20:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
21:40:53: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
21:40:53: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
21:40:54: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
21:40:57: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	Безопасность на ЖД
21:43:00: 	Пользователь-1: 	Автоматическое воспроизведение сообщения о внештатной ситуации	Формирование звукового сообщения для поезда "№6210  ШПАЛОПРОПИТКА - ВОЛГОГРАД": гонг уважаемые пассажиры пригородный электропоезд сообщением ШПАЛОПРОПИТКА ВОЛГОГРАД в прибытии задерживается ориентировочное время прибытия Ожидаемое время: 20:13 приносим вам извинения за доставленные неудобства . Повтор 1 раз.
21:45:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
21:53:28: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
21:53:28: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
21:53:28: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
22:08:29: 	Неизвестный пользователь: 	Системное сообщение	Ожидается авторизация пользователя
22:08:29: 	Пользователь-1: 	Системное сообщение	Авторизация успешна
22:08:30: 	Пользователь-1: 	Системное сообщение	Программный комплекс включен
22:10:32: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	д05_Носильщики и не доверяйте свои вещи
22:11:13: 	Пользователь-1: 	Действие диспетчера	Выставлена нештатная ситуация
22:15:11: 	Пользователь-1: 	Действие диспетчера	Выставлена нештатная ситуация
22:15:52: 	Пользователь-1: 	Автоматическое воспроизведение статического звукового сообщения	01_Бесхозные вещи
